texto_conversacion,intencion_consenso,intencion_heuristica_baseline,fuente,fecha,estado_crm,etiqueta_crm
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: se le envió cotización de microcemento $27 +IVA valle de los chillos 35m2,COT,COT,CRM1,21/04/2023,Contactado,Cotizacion Materiales
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envio informacion general y catalogos,INF,INF,CRM2,19/10/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas. Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Que precio tiene el cemento estampado Asesor: Cual es tu nombr | NOTAS: QUIERE REMODELAR EL PISO DE UNA HACIENDA, SE ENCUENTRA EN GUAYAQUIL",COT,COT,CRM2,10/08/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Buenos días por favor tal vez algún aplicador en Los Ríos (Buena fé)??,INF,INF,WhatsApp,8/10/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola buenas noches Asesor: Cual es tu nombre? Cliente: Quisiera información sobre microcemento patra pisos y paredes en baños y cocinas | NOTAS: Se le envió información general y catálogos.,Información de micro en pisos y paredes",INF,INF,CRM2,27/10/2023,Contactado,Informacion General
ETIQUETA: Cotización Obra | ESTADO: Contactado | NOTAS: 100 m2 C/E FUNDICION WYMPER,COT,INF,CRM2,05/09/2023,Contactado,Cotización Obra
CIUDAD: Guayaquil | MENSAJE: Cómo está muy buenos días Inge dígame en qué le podemos servir,INF,INF,WhatsApp,7/11/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO MENSAJE DE SOLICITUD DE MAESTROS se envio encuesta del curso,CUR,CUR,CRM2,24/07/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Hola quisiera cotizar el acabado de microcemento para un piso interior. Gracias | NOTAS: INFO MICRO,COT,INF,CRM2,19/10/2023,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp, Email inválido | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo",,INF,CRM1,10/03/2023,Contactado,"Envio masivo whasapp, Email inválido"
CIUDAD: Quito | MENSAJE: Que tal está una mano de lechada con el aditivo que se prepara el microcemento luego está el tincel,TEC,INF,WhatsApp,18/6/2025,,
CIUDAD: Guayaquil | MENSAJE: Buenas tardes. Gracias por la información,INF,INF,WhatsApp,26/8/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Necesito ayuda con respecto al microcemento pulido para pisos Asesor: Cual es tu nombre? Cliente: Diana Ortiz Asesor: Excelente Diana.  | NOTAS: Se envió info sobre micro vía whatsapp",INF,INF,CRM2,24/07/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buen día me podrían ayudar co. Su catálogo de cerámica hidráulica q disponen,INF,INF,CRM1,03/07/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: APLICADORES | NOTAS: CLIENTE CONSTRUEX,INF,INF,CRM2,16/07/2024,APLICADORES,Informacion General
CIUDAD: Quito | MENSAJE: Exelente información gracias,INF,INF,WhatsApp,18/6/2025,,
CIUDAD: Quito | MENSAJE: Estimados APLICADORES!,INF,INF,WhatsApp,29/5/2024,,
CIUDAD: Manta | MENSAJE: ‎IMG-20250717-WA0027.jpg (archivo adjunto),,INF,WhatsApp,17/7/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Estimados buenas tardes, me podrian asesoras que producto debo utilizar para fabricar adoquin de colores. gracias | NOTAS: Se envia mensaje al cliente y se adjunta catalogo general y catalogo de pigmento que el cliente esta interesado.",INF,INF,CRM2,03/12/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envió información general y catálogos Base de datos casa abierta UIO,CUR,INF,CRM2,13/11/2023,Contactado,Informacion General
"ETIQUETA: Venta ganada | ESTADO: Contactado | NOTAS: venta de materiales y asistencia técnica para Ambato, factura por $609.28",VEN,VEN,CRM1,22/06/2023,Contactado,Venta ganada
CIUDAD: Cuenca | MENSAJE: Todos los precios son más IVA,COT,COT,WhatsApp,24/11/2025,,
CIUDAD: Loja | MENSAJE: ‎PTT-20260422-WA0003.opus (archivo adjunto),,INF,WhatsApp,22/4/2026,,
"ETIQUETA: Informacion General, Email inválido | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Marina Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Tienen ustedes endurecedor de pisos de cuarzo color negro  | NOTAS: PIGMENTO Y ENDURECEDOR PISO",INF,INF,CRM2,19/09/2023,Contactado,"Informacion General, Email inválido"
CIUDAD: Loja | MENSAJE: Saludos claro lo puedes mirar en la pagina web en la parte  que dice videos,INF,INF,WhatsApp,18/12/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información general curso LOJA base de datos LOja,CUR,CUR,CRM2,09/11/2023,Contactado,Informacion General
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: se envio precios de los kits de microcemento y numero de maestros,COT,COT,CRM1,28/06/2023,Contactado,Cotizacion Materiales
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envió información y catalogo general,INF,INF,CRM2,11/12/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: ‎IMG-20250702-WA0032.jpg (archivo adjunto),,INF,WhatsApp,5/3/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE LE ENVIO CATALOGOS DE MOLDES EN VENTA,INF,INF,CRM1,14/06/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA INF. MICRO,INF,INF,CRM2,20/06/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: 5 M2 C/E,INF,INF,CRM2,22/08/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Por favor alguno de ustedes esta haciendo mobiliario urbano en concreto?,INF,INF,WhatsApp,10/2/2026,,
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: 36 M2 MATERIALES MICRO,COT,COT,CRM2,01/11/2023,Contactado,Cotizacion Materiales
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola, buenos días. Estoy buscando microcemento, tienen algún show room donde pueda ver gama de colores y el terminado final directament | NOTAS: INFO MICRO",INF,INF,CRM2,02/05/2024,Contactado,Informacion General
"CIUDAD: Loja | MENSAJE: Buenos días, en una vered",INF,INF,WhatsApp,14/11/2024,,
CIUDAD: Guayaquil | MENSAJE: ‎PTT-20251107-WA0008.opus (archivo adjunto),,INF,WhatsApp,7/11/2025,,
CIUDAD: Quito | MENSAJE: Pasó a adjuntar precios actualizados catálogos etc,COT,COT,WhatsApp,26/8/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: quisiera por favor informaciòn sobre los pigmentos para  | NOTAS: INFO PIGMENTO",INF,INF,CRM2,31/03/2024,Contactado,Informacion General
ETIQUETA: Cotizacion Materiales | ESTADO: En seguimiento | NOTAS: Cotizacion enviada 300 m2 materiales microcemento,COT,COT,CRM1,11/05/2023,En seguimiento,Cotizacion Materiales
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenas tardes una consulta el producto microcemento me sirve para sellar juntas de alto trafico Asesor: Cual es tu nombre? Cliente: Jua | NOTAS: se envió información y catalogo general",TEC,INF,CRM2,25/04/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Buenas tardes estimados clientes solo para indicarles que nuestro show room esta ubicado en nuestra fabrica Bomanite el lugar donde algunos de ustedes recibieron el taller en Carcelén... Todo con la finalidad de brindarles un mejor servicio.,CUR,CUR,WhatsApp,14/7/2025,,
"CIUDAD: Loja | MENSAJE: Buenas noches, por favor, me pueden ayudar con el precio referencial de concreto estampado en pisos?",COT,COT,WhatsApp,24/6/2024,,
CIUDAD: Guayaquil | MENSAJE: ‎IMG-20251220-WA0003.jpg (archivo adjunto),,INF,WhatsApp,20/12/2025,,
CIUDAD: Quito | MENSAJE: Buen dia Gracias 👍🏽,INF,INF,WhatsApp,17/2/2025,,
"CIUDAD: Quito | MENSAJE: son referenciales pero tambien va a depender si tienes que alquilar andamios , si la obra es lejos de Quito etc",INF,INF,WhatsApp,7/4/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se le envio informacion general y catalogos,INF,INF,CRM2,17/08/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: cliente cosntruex,INF,INF,CRM2,09/05/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: necesito cotizar microcemento en fachada Asesor: Cual es tu nombr | NOTAS: INFO MICRO",COT,INF,CRM2,16/08/2023,Contactado,Informacion General
"ETIQUETA: Cotización Obra, Informacion General | ESTADO: En seguimiento | NOTAS: Se le envió cotización de obra para la cuidad de Sangolqui 100 m2 de concreto estampado",COT,SEG,CRM2,08/08/2023,En seguimiento,"Cotización Obra, Informacion General"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola, quiero cotizar microcemento para un piso de 6x6. Esta e Mindo, por lo tanto me gustaria saber si eso encima del hormigon, ayuda a | NOTAS: inf. microcemento",COT,INF,CRM2,03/06/2024,Contactado,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envió presentación e información,,INF,CRM1,16/02/2023,Nuevo,Email - Numero inválido
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días cual es el precio del m8crocemento Asesor: Cual es tu nombre? Cliente: Diego flore Asesor: Excelente Diego. Yo me encargo d | NOTAS: INFO GENERAL",COT,COT,CRM2,27/11/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Ok entonces ya le vamos a responder lo mismo 👍,INF,INF,WhatsApp,7/11/2024,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola tneogo una consulta este tipo de cemento puede ayuda a revestir un piso de edificio que no ha sido mantenido Asesor: Cual es tu no | NOTAS: se le envió precio de Microcemento mañana nos dice cuantos m2 para cotización mas presisa",COT,COT,CRM1,24/05/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA , INF MICRO",INF,INF,CRM2,25/06/2024,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Chicos buenos dias como estan,INF,INF,WhatsApp,28/1/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se le envío información general y catálogos,está interesado en microcemento para acceso principal, estacionamiento y porche de una vivienda",INF,INF,CRM2,16/08/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO INFORMACION CURSO LOJA BASE DE DATOS,CUR,CUR,CRM2,09/11/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250226-WA0038.jpg (archivo adjunto),,INF,WhatsApp,26/2/2025,,
CIUDAD: Quito | MENSAJE: Con barios materiales,INF,INF,WhatsApp,29/11/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBATA,INF,INF,CRM2,28/06/2024,Contactado,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Contactado,,INF,CRM1,28/03/2023,Contactado,Email - Numero inválido
CIUDAD: Manta | MENSAJE: ‎PRECIOS MATERIALES 2024.pdf (archivo adjunto),COT,COT,WhatsApp,14/5/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se le dio precio por m2 de concreto estampado y asistencia técnica en Riobamba para 18m2,COT,COT,CRM2,25/07/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió catálogos y presentación se envió información del curso,CUR,CUR,CRM1,27/04/2023,Contactado,Informacion General
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: MATERIALES 33 M2 C/E,COT,COT,CRM2,01/11/2023,Contactado,Cotizacion Materiales
CIUDAD: Quito | MENSAJE: Una junta  de aluminio o madera,INF,INF,WhatsApp,26/3/2025,,
"CIUDAD: Guayaquil | MENSAJE: ¡Hola, estimados aplicadores!",INF,INF,WhatsApp,24/2/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Se envia mensaje al cliente y se adjunto catalogo de pigmento.,INF,INF,CRM2,25/11/2024,Contactado,Informacion General
"ETIQUETA: Cotización Obra, Informacion General | ESTADO: Contactado | NOTAS: 40 en c/e y 20 micro",COT,INF,CRM2,29/11/2023,Contactado,"Cotización Obra, Informacion General"
"ETIQUETA: Cotizacion Materiales, Venta ganada | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes porfavor necesito alquilar y comprar material Asesor: Cual es tu nombre? Asesor: Sigues ahí? Cliente: Mi nombre es Marco  | NOTAS: material para concreto estampado-150m2",VEN,COT,CRM2,17/04/2024,Contactado,"Cotizacion Materiales, Venta ganada"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO PRESENTACIN Y CATALOGO JEVA,INF,INF,CRM1,20/03/2023,Contactado,Informacion General
"ETIQUETA: Venta ganada | ESTADO: Venta ganada | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola cuánto cuesta el ácido oxidante Asesor: Cual es tu nombre? Cliente: Santiago Asesor: Excelente Santiago. Yo me encargo de ponerte  | NOTAS: Se adjunto catalogo de Acidos y se realizo la venta de productos.",VEN,INF,CRM2,10/09/2024,Venta ganada,Venta ganada
CIUDAD: Loja | MENSAJE: Buenos días me puede ayudar una información el microcemento reciste para una plataforma de un garaje donde se va a estacionar 3 vehículos,INF,INF,WhatsApp,19/10/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO C/E,INF,INF,CRM2,22/09/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: Buenos días estimados clientes adjunto la lista de precios actualizados aqui pueden ver los precios con beneficios para nuestros aplicadores,COT,COT,WhatsApp,27/5/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Deseo saber sobre los ácidos pues deseo utilizarlos en lienzo x favor Asesor: Cual es tu nombre? Cliente: Mika Asesor: Yo me encargo de | NOTAS: Se envia mensaje al cliente y se adjunta catalogo general de productos,adicional catalogo de Acidos que el cliente solicita.",INF,INF,CRM2,05/12/2024,Contactado,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envió WhatsApp y catálogos 08/03,,INF,CRM1,08/03/2023,Nuevo,Email - Numero inválido
"ETIQUETA: Venta ganada, Informacion General | ESTADO: Contactado | NOTAS: venta de Materiales para concreto estampado para 60 m2 y asistencia técnica por 2 días",VEN,INF,CRM1,30/05/2023,Contactado,"Venta ganada, Informacion General"
CIUDAD: Quito | MENSAJE: Sería una te de aluminio,INF,INF,WhatsApp,26/3/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO MENSAJE DE SOLICITUD DE MAESTROS se envió encuesta del curso,CUR,CUR,CRM2,24/07/2023,Contactado,Informacion General
"ETIQUETA: Venta ganada, Informacion General | ESTADO: Contactado | NOTAS: REDES SOCIALES INFO MOLDES/ MOLDE VENDIDO OFRECIDO USADO",VEN,INF,CRM1,01/06/2023,Contactado,"Venta ganada, Informacion General"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVION CATALOGOS Y PRESENTACION JEVA,INF,INF,CRM1,11/04/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días Marina, ni nombre es Mauricio. Necesito información del hormigón estampado y precios. Muchas gracias Asesor: Excelente Maur | NOTAS: se envio presentacion y catalogos",COT,COT,CRM1,14/04/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buen día quisiera por favor que me ayude con los modelos que dispone sobre los estampados de concreto y sus valores, gracias | NOTAS: Se adjunta catalogo de Concreto estampado.",INF,INF,CRM2,19/09/2024,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Jajaajaj usted ya es pro jajajaa,INF,INF,WhatsApp,27/3/2026,,
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,cliente duplicado",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
ETIQUETA: Informacion General | ESTADO: Nuevo | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION BASE DE DATOS,INF,INF,CRM1,23/03/2023,Nuevo,Informacion General
"ETIQUETA: Informacion General, Oriente | ESTADO: Construex | NOTAS: Cliente Construex interesado en pigmentos",INF,INF,CRM2,29/07/2024,Construex,"Informacion General, Oriente"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Necesito Asesor: Cual es tu nombre? Cliente: phthalocyanine blue  | NOTAS: Se envia mensaje al cliente y se adjunta catalogo general de productos.",INF,INF,CRM2,26/11/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos dias quisiera que me ayuden con mas informacion acerca del micro cemento Asesor: Cual es tu nombre? Asesor: Cliente: Xavier Espi | NOTAS: INFO GENERAL MICROCEMENTO",INF,INF,CRM2,08/05/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: Prospecto Feria clave Inf, General,se envía información general y catalogo",INF,INF,CRM2,14/06/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Precio de hormigón por metro cuadrado? Asesor: Cual es tu nombre? Cliente: Evelin Asesor: Yo me encargo de ponerte en contacto con un a | NOTAS: INFO GENERAL",COT,COT,CRM2,16/11/2023,Contactado,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Contactado | NOTAS: se envio catalogo y presentacion,,INF,CRM1,31/03/2023,Contactado,Email - Numero inválido
CIUDAD: Manta | MENSAJE: la llana de borde de Rocktec esta en 15  dolares,COT,INF,WhatsApp,11/6/2024,,
